Algorithm	Rank	Accuracy	Non-word Length	Corpus
ConvNet (binary)	70	1.0	2	Wikipedia
ConvNet (binary)	80	1.0	2	Wikipedia
ConvNet (binary)	90	1.0	2	Wikipedia
ConvNet (binary)	100	1.0	2	Wikipedia
ConvNet (binary)	1	0.0	3	Wikipedia
ConvNet (binary)	2	0.2	3	Wikipedia
ConvNet (binary)	3	0.2	3	Wikipedia
ConvNet (binary)	4	0.2	3	Wikipedia
ConvNet (binary)	5	0.2	3	Wikipedia
ConvNet (binary)	6	0.2	3	Wikipedia
ConvNet (binary)	7	0.4	3	Wikipedia
ConvNet (binary)	8	0.4	3	Wikipedia
ConvNet (binary)	9	0.4	3	Wikipedia
ConvNet (binary)	10	0.6	3	Wikipedia
ConvNet (binary)	20	0.8	3	Wikipedia
ConvNet (binary)	30	0.8	3	Wikipedia
ConvNet (binary)	40	0.8	3	Wikipedia
ConvNet (binary)	50	0.8	3	Wikipedia
ConvNet (binary)	60	0.8	3	Wikipedia
ConvNet (binary)	70	0.8	3	Wikipedia
ConvNet (binary)	80	0.8	3	Wikipedia
ConvNet (binary)	90	0.8	3	Wikipedia
ConvNet (binary)	100	0.8	3	Wikipedia
ConvNet (binary)	1	0.27611940298507465	4	Wikipedia
ConvNet (binary)	2	0.4626865671641791	4	Wikipedia
ConvNet (binary)	3	0.5298507462686567	4	Wikipedia
ConvNet (binary)	4	0.6044776119402985	4	Wikipedia
ConvNet (binary)	5	0.6865671641791045	4	Wikipedia
ConvNet (binary)	6	0.7238805970149254	4	Wikipedia
ConvNet (binary)	7	0.753731343283582	4	Wikipedia
ConvNet (binary)	8	0.7910447761194029	4	Wikipedia
ConvNet (binary)	9	0.8059701492537313	4	Wikipedia
ConvNet (binary)	10	0.8134328358208955	4	Wikipedia
ConvNet (binary)	20	0.8955223880597015	4	Wikipedia
ConvNet (binary)	30	0.9179104477611941	4	Wikipedia
ConvNet (binary)	40	0.9328358208955224	4	Wikipedia
ConvNet (binary)	50	0.9328358208955224	4	Wikipedia
ConvNet (binary)	60	0.9328358208955224	4	Wikipedia
ConvNet (binary)	70	0.9328358208955224	4	Wikipedia
ConvNet (binary)	80	0.9328358208955224	4	Wikipedia
ConvNet (binary)	90	0.9328358208955224	4	Wikipedia
ConvNet (binary)	100	0.9328358208955224	4	Wikipedia
ConvNet (binary)	1	0.3298429319371728	5	Wikipedia
ConvNet (binary)	2	0.5602094240837696	5	Wikipedia
ConvNet (binary)	3	0.7225130890052356	5	Wikipedia
ConvNet (binary)	4	0.7801047120418848	5	Wikipedia
ConvNet (binary)	5	0.8010471204188482	5	Wikipedia
ConvNet (binary)	6	0.8219895287958116	5	Wikipedia
ConvNet (binary)	7	0.8586387434554974	5	Wikipedia
ConvNet (binary)	8	0.8691099476439791	5	Wikipedia
ConvNet (binary)	9	0.8795811518324608	5	Wikipedia
ConvNet (binary)	10	0.8900523560209425	5	Wikipedia
ConvNet (binary)	20	0.9319371727748692	5	Wikipedia
ConvNet (binary)	30	0.9319371727748692	5	Wikipedia
ConvNet (binary)	40	0.9319371727748692	5	Wikipedia
ConvNet (binary)	50	0.9319371727748692	5	Wikipedia
ConvNet (binary)	60	0.9319371727748692	5	Wikipedia
ConvNet (binary)	70	0.9319371727748692	5	Wikipedia
ConvNet (binary)	80	0.9319371727748692	5	Wikipedia
ConvNet (binary)	90	0.9319371727748692	5	Wikipedia
ConvNet (binary)	100	0.9319371727748692	5	Wikipedia
ConvNet (binary)	1	0.527363184079602	6	Wikipedia
ConvNet (binary)	2	0.7313432835820896	6	Wikipedia
ConvNet (binary)	3	0.8159203980099502	6	Wikipedia
ConvNet (binary)	4	0.8557213930348259	6	Wikipedia
ConvNet (binary)	5	0.8656716417910447	6	Wikipedia
ConvNet (binary)	6	0.8905472636815921	6	Wikipedia
ConvNet (binary)	7	0.9004975124378108	6	Wikipedia
ConvNet (binary)	8	0.9054726368159204	6	Wikipedia
ConvNet (binary)	9	0.9054726368159204	6	Wikipedia
ConvNet (binary)	10	0.9104477611940298	6	Wikipedia
ConvNet (binary)	20	0.9203980099502488	6	Wikipedia
ConvNet (binary)	30	0.9203980099502488	6	Wikipedia
ConvNet (binary)	40	0.9203980099502488	6	Wikipedia
ConvNet (binary)	50	0.9203980099502488	6	Wikipedia
ConvNet (binary)	60	0.9203980099502488	6	Wikipedia
ConvNet (binary)	70	0.9203980099502488	6	Wikipedia
ConvNet (binary)	80	0.9203980099502488	6	Wikipedia
ConvNet (binary)	90	0.9203980099502488	6	Wikipedia
ConvNet (binary)	100	0.9203980099502488	6	Wikipedia
ConvNet (binary)	1	0.6723549488054608	7	Wikipedia
ConvNet (binary)	2	0.8395904436860068	7	Wikipedia
ConvNet (binary)	3	0.89419795221843	7	Wikipedia
ConvNet (binary)	4	0.9078498293515358	7	Wikipedia
ConvNet (binary)	5	0.9180887372013652	7	Wikipedia
ConvNet (binary)	6	0.9283276450511946	7	Wikipedia
ConvNet (binary)	7	0.9351535836177476	7	Wikipedia
ConvNet (binary)	8	0.9351535836177476	7	Wikipedia
ConvNet (binary)	9	0.9419795221843004	7	Wikipedia
ConvNet (binary)	10	0.9419795221843004	7	Wikipedia
ConvNet (binary)	20	0.9522184300341296	7	Wikipedia
ConvNet (binary)	30	0.9522184300341296	7	Wikipedia
ConvNet (binary)	40	0.9522184300341296	7	Wikipedia
ConvNet (binary)	50	0.9522184300341296	7	Wikipedia
ConvNet (binary)	60	0.9522184300341296	7	Wikipedia
ConvNet (binary)	70	0.9522184300341296	7	Wikipedia
ConvNet (binary)	80	0.9522184300341296	7	Wikipedia
ConvNet (binary)	90	0.9522184300341296	7	Wikipedia
ConvNet (binary)	100	0.9522184300341296	7	Wikipedia
ConvNet (binary)	1	0.779291553133515	8	Wikipedia
ConvNet (binary)	2	0.9100817438692098	8	Wikipedia
ConvNet (binary)	3	0.9455040871934604	8	Wikipedia
ConvNet (binary)	4	0.9564032697547684	8	Wikipedia
ConvNet (binary)	5	0.9564032697547684	8	Wikipedia
ConvNet (binary)	6	0.9591280653950952	8	Wikipedia
ConvNet (binary)	7	0.9618528610354224	8	Wikipedia
ConvNet (binary)	8	0.9618528610354224	8	Wikipedia
ConvNet (binary)	9	0.9618528610354224	8	Wikipedia
ConvNet (binary)	10	0.9618528610354224	8	Wikipedia
ConvNet (binary)	20	0.9645776566757494	8	Wikipedia
ConvNet (binary)	30	0.9645776566757494	8	Wikipedia
ConvNet (binary)	40	0.9645776566757494	8	Wikipedia
ConvNet (binary)	50	0.9645776566757494	8	Wikipedia
ConvNet (binary)	60	0.9645776566757494	8	Wikipedia
ConvNet (binary)	70	0.9645776566757494	8	Wikipedia
ConvNet (binary)	80	0.9645776566757494	8	Wikipedia
ConvNet (binary)	90	0.9645776566757494	8	Wikipedia
ConvNet (binary)	100	0.9645776566757494	8	Wikipedia
ConvNet (binary)	1	0.8168316831683168	9	Wikipedia
ConvNet (binary)	2	0.9232673267326732	9	Wikipedia
ConvNet (binary)	3	0.9554455445544554	9	Wikipedia
ConvNet (binary)	4	0.9554455445544554	9	Wikipedia
ConvNet (binary)	5	0.957920792079208	9	Wikipedia
ConvNet (binary)	6	0.9678217821782178	9	Wikipedia
ConvNet (binary)	7	0.9702970297029704	9	Wikipedia
ConvNet (binary)	8	0.9727722772277227	9	Wikipedia
ConvNet (binary)	9	0.9752475247524752	9	Wikipedia
ConvNet (binary)	10	0.9752475247524752	9	Wikipedia
ConvNet (binary)	20	0.9752475247524752	9	Wikipedia
ConvNet (binary)	30	0.9752475247524752	9	Wikipedia
ConvNet (binary)	40	0.9752475247524752	9	Wikipedia
ConvNet (binary)	50	0.9752475247524752	9	Wikipedia
ConvNet (binary)	60	0.9752475247524752	9	Wikipedia
ConvNet (binary)	70	0.9752475247524752	9	Wikipedia
ConvNet (binary)	80	0.9752475247524752	9	Wikipedia
ConvNet (binary)	90	0.9752475247524752	9	Wikipedia
ConvNet (binary)	100	0.9752475247524752	9	Wikipedia
ConvNet (binary)	1	0.8538681948424068	10	Wikipedia
ConvNet (binary)	2	0.9455587392550144	10	Wikipedia
ConvNet (binary)	3	0.9656160458452722	10	Wikipedia
ConvNet (binary)	4	0.968481375358166	10	Wikipedia
ConvNet (binary)	5	0.968481375358166	10	Wikipedia
ConvNet (binary)	6	0.968481375358166	10	Wikipedia
ConvNet (binary)	7	0.968481375358166	10	Wikipedia
ConvNet (binary)	8	0.968481375358166	10	Wikipedia
ConvNet (binary)	9	0.968481375358166	10	Wikipedia
ConvNet (binary)	10	0.97134670487106	10	Wikipedia
ConvNet (binary)	20	0.97134670487106	10	Wikipedia
ConvNet (binary)	30	0.97134670487106	10	Wikipedia
ConvNet (binary)	40	0.97134670487106	10	Wikipedia
ConvNet (binary)	50	0.97134670487106	10	Wikipedia
ConvNet (binary)	60	0.97134670487106	10	Wikipedia
ConvNet (binary)	70	0.97134670487106	10	Wikipedia
ConvNet (binary)	80	0.97134670487106	10	Wikipedia
ConvNet (binary)	90	0.97134670487106	10	Wikipedia
ConvNet (binary)	100	0.97134670487106	10	Wikipedia
ConvNet (binary)	1	0.8541666666666666	11	Wikipedia
ConvNet (binary)	2	0.95	11	Wikipedia
ConvNet (binary)	3	0.9666666666666668	11	Wikipedia
ConvNet (binary)	4	0.9708333333333332	11	Wikipedia
ConvNet (binary)	5	0.975	11	Wikipedia
ConvNet (binary)	6	0.975	11	Wikipedia
ConvNet (binary)	7	0.975	11	Wikipedia
ConvNet (binary)	8	0.975	11	Wikipedia
ConvNet (binary)	9	0.975	11	Wikipedia
ConvNet (binary)	10	0.975	11	Wikipedia
ConvNet (binary)	20	0.975	11	Wikipedia
ConvNet (binary)	30	0.975	11	Wikipedia
ConvNet (binary)	40	0.975	11	Wikipedia
ConvNet (binary)	50	0.975	11	Wikipedia
ConvNet (binary)	60	0.975	11	Wikipedia
ConvNet (binary)	70	0.975	11	Wikipedia
ConvNet (binary)	80	0.975	11	Wikipedia
ConvNet (binary)	90	0.975	11	Wikipedia
ConvNet (binary)	100	0.975	11	Wikipedia
ConvNet (binary)	1	0.87248322147651	12	Wikipedia
ConvNet (binary)	2	0.9664429530201344	12	Wikipedia
ConvNet (binary)	3	0.9664429530201344	12	Wikipedia
ConvNet (binary)	4	0.9664429530201344	12	Wikipedia
ConvNet (binary)	5	0.9731543624161074	12	Wikipedia
ConvNet (binary)	6	0.9731543624161074	12	Wikipedia
ConvNet (binary)	7	0.9731543624161074	12	Wikipedia
ConvNet (binary)	8	0.9731543624161074	12	Wikipedia
ConvNet (binary)	9	0.9798657718120806	12	Wikipedia
ConvNet (binary)	10	0.9798657718120806	12	Wikipedia
ConvNet (binary)	20	0.9798657718120806	12	Wikipedia
ConvNet (binary)	30	0.9798657718120806	12	Wikipedia
ConvNet (binary)	40	0.9798657718120806	12	Wikipedia
ConvNet (binary)	50	0.9798657718120806	12	Wikipedia
ConvNet (binary)	60	0.9798657718120806	12	Wikipedia
ConvNet (binary)	70	0.9798657718120806	12	Wikipedia
ConvNet (binary)	80	0.9798657718120806	12	Wikipedia
ConvNet (binary)	90	0.9798657718120806	12	Wikipedia
ConvNet (binary)	100	0.9798657718120806	12	Wikipedia
ConvNet (binary)	1	0.9466666666666668	13	Wikipedia
ConvNet (binary)	2	0.9733333333333334	13	Wikipedia
ConvNet (binary)	3	0.9733333333333334	13	Wikipedia
ConvNet (binary)	4	0.9733333333333334	13	Wikipedia
ConvNet (binary)	5	0.9866666666666668	13	Wikipedia
ConvNet (binary)	6	0.9866666666666668	13	Wikipedia
ConvNet (binary)	7	0.9866666666666668	13	Wikipedia
ConvNet (binary)	8	0.9866666666666668	13	Wikipedia
ConvNet (binary)	9	0.9866666666666668	13	Wikipedia
ConvNet (binary)	10	0.9866666666666668	13	Wikipedia
ConvNet (binary)	20	0.9866666666666668	13	Wikipedia
ConvNet (binary)	30	0.9866666666666668	13	Wikipedia
ConvNet (binary)	40	0.9866666666666668	13	Wikipedia
ConvNet (binary)	50	0.9866666666666668	13	Wikipedia
ConvNet (binary)	60	0.9866666666666668	13	Wikipedia
ConvNet (binary)	70	0.9866666666666668	13	Wikipedia
ConvNet (binary)	80	0.9866666666666668	13	Wikipedia
ConvNet (binary)	90	0.9866666666666668	13	Wikipedia
ConvNet (binary)	100	0.9866666666666668	13	Wikipedia
ConvNet (binary)	1	0.9032258064516128	14	Wikipedia
ConvNet (binary)	2	0.9032258064516128	14	Wikipedia
ConvNet (binary)	3	0.9032258064516128	14	Wikipedia
ConvNet (binary)	4	0.9032258064516128	14	Wikipedia
ConvNet (binary)	5	0.9032258064516128	14	Wikipedia
ConvNet (binary)	6	0.935483870967742	14	Wikipedia
ConvNet (binary)	7	0.935483870967742	14	Wikipedia
ConvNet (binary)	8	0.935483870967742	14	Wikipedia
ConvNet (binary)	9	0.935483870967742	14	Wikipedia
ConvNet (binary)	10	0.935483870967742	14	Wikipedia
ConvNet (binary)	20	0.935483870967742	14	Wikipedia
ConvNet (binary)	30	0.935483870967742	14	Wikipedia
ConvNet (binary)	40	0.935483870967742	14	Wikipedia
ConvNet (binary)	50	0.935483870967742	14	Wikipedia
ConvNet (binary)	60	0.935483870967742	14	Wikipedia
ConvNet (binary)	70	0.935483870967742	14	Wikipedia
ConvNet (binary)	80	0.935483870967742	14	Wikipedia
ConvNet (binary)	90	0.935483870967742	14	Wikipedia
ConvNet (binary)	100	0.935483870967742	14	Wikipedia
ConvNet (binary)	1	0.8	15	Wikipedia
ConvNet (binary)	2	0.9	15	Wikipedia
ConvNet (binary)	3	0.9	15	Wikipedia
ConvNet (binary)	4	0.9	15	Wikipedia
ConvNet (binary)	5	0.9	15	Wikipedia
ConvNet (binary)	6	0.9	15	Wikipedia
ConvNet (binary)	7	0.9	15	Wikipedia
ConvNet (binary)	8	0.9	15	Wikipedia
ConvNet (binary)	9	0.9	15	Wikipedia
ConvNet (binary)	10	0.9	15	Wikipedia
ConvNet (binary)	20	0.9	15	Wikipedia
ConvNet (binary)	30	0.9	15	Wikipedia
ConvNet (binary)	40	0.9	15	Wikipedia
ConvNet (binary)	50	0.9	15	Wikipedia
ConvNet (binary)	60	0.9	15	Wikipedia
ConvNet (binary)	70	0.9	15	Wikipedia
ConvNet (binary)	80	0.9	15	Wikipedia
ConvNet (binary)	90	0.9	15	Wikipedia
ConvNet (binary)	100	0.9	15	Wikipedia
ConvNet (binary)	1	0.75	16	Wikipedia
ConvNet (binary)	2	1.0	16	Wikipedia
ConvNet (binary)	3	1.0	16	Wikipedia
ConvNet (binary)	4	1.0	16	Wikipedia
ConvNet (binary)	5	1.0	16	Wikipedia
ConvNet (binary)	6	1.0	16	Wikipedia
ConvNet (binary)	7	1.0	16	Wikipedia
ConvNet (binary)	8	1.0	16	Wikipedia
ConvNet (binary)	9	1.0	16	Wikipedia
ConvNet (binary)	10	1.0	16	Wikipedia
ConvNet (binary)	20	1.0	16	Wikipedia
ConvNet (binary)	30	1.0	16	Wikipedia
ConvNet (binary)	40	1.0	16	Wikipedia
ConvNet (binary)	50	1.0	16	Wikipedia
ConvNet (binary)	60	1.0	16	Wikipedia
ConvNet (binary)	70	1.0	16	Wikipedia
ConvNet (binary)	80	1.0	16	Wikipedia
ConvNet (binary)	90	1.0	16	Wikipedia
ConvNet (binary)	100	1.0	16	Wikipedia
ConvNet (binary)	1	0.0	17	Wikipedia
ConvNet (binary)	2	0.0	17	Wikipedia
ConvNet (binary)	3	0.0	17	Wikipedia
ConvNet (binary)	4	0.0	17	Wikipedia
ConvNet (binary)	5	0.0	17	Wikipedia
ConvNet (binary)	6	0.0	17	Wikipedia
ConvNet (binary)	7	0.0	17	Wikipedia
ConvNet (binary)	8	0.0	17	Wikipedia
ConvNet (binary)	9	0.0	17	Wikipedia
ConvNet (binary)	10	0.0	17	Wikipedia
ConvNet (binary)	20	0.0	17	Wikipedia
ConvNet (binary)	30	0.0	17	Wikipedia
ConvNet (binary)	40	0.0	17	Wikipedia
ConvNet (binary)	50	0.0	17	Wikipedia
ConvNet (binary)	60	0.0	17	Wikipedia
ConvNet (binary)	70	0.0	17	Wikipedia
ConvNet (binary)	80	0.0	17	Wikipedia
ConvNet (binary)	90	0.0	17	Wikipedia
ConvNet (binary)	100	0.0	17	Wikipedia
ConvNet (binary)	1	0.0	18	Wikipedia
ConvNet (binary)	2	0.0	18	Wikipedia
ConvNet (binary)	3	0.0	18	Wikipedia
ConvNet (binary)	4	0.0	18	Wikipedia
ConvNet (binary)	5	0.0	18	Wikipedia
ConvNet (binary)	6	0.0	18	Wikipedia
ConvNet (binary)	7	0.0	18	Wikipedia
ConvNet (binary)	8	0.0	18	Wikipedia
ConvNet (binary)	9	0.0	18	Wikipedia
ConvNet (binary)	10	0.0	18	Wikipedia
ConvNet (binary)	20	0.0	18	Wikipedia
ConvNet (binary)	30	0.0	18	Wikipedia
ConvNet (binary)	40	0.0	18	Wikipedia
ConvNet (binary)	50	0.0	18	Wikipedia
ConvNet (binary)	60	0.0	18	Wikipedia
ConvNet (binary)	70	0.0	18	Wikipedia
ConvNet (binary)	80	0.0	18	Wikipedia
ConvNet (binary)	90	0.0	18	Wikipedia
ConvNet (binary)	100	0.0	18	Wikipedia
ConvNet (binary)	1	0.0	19	Wikipedia
ConvNet (binary)	2	1.0	19	Wikipedia
ConvNet (binary)	3	1.0	19	Wikipedia
ConvNet (binary)	4	1.0	19	Wikipedia
ConvNet (binary)	5	1.0	19	Wikipedia
ConvNet (binary)	6	1.0	19	Wikipedia
ConvNet (binary)	7	1.0	19	Wikipedia
ConvNet (binary)	8	1.0	19	Wikipedia
ConvNet (binary)	9	1.0	19	Wikipedia
ConvNet (binary)	10	1.0	19	Wikipedia
ConvNet (binary)	20	1.0	19	Wikipedia
ConvNet (binary)	30	1.0	19	Wikipedia
ConvNet (binary)	40	1.0	19	Wikipedia
ConvNet (binary)	50	1.0	19	Wikipedia
ConvNet (binary)	60	1.0	19	Wikipedia
ConvNet (binary)	70	1.0	19	Wikipedia
ConvNet (binary)	80	1.0	19	Wikipedia
ConvNet (binary)	90	1.0	19	Wikipedia
ConvNet (binary)	100	1.0	19	Wikipedia
ConvNet (binary)	1	0.3020230813937398	-1	Birbeck
ConvNet (binary)	2	0.4386848587164088	-1	Birbeck
ConvNet (binary)	3	0.4953643483795976	-1	Birbeck
ConvNet (binary)	4	0.528768715578557	-1	Birbeck
ConvNet (binary)	5	0.5525143220878421	-1	Birbeck
ConvNet (binary)	6	0.5673484072731299	-1	Birbeck
ConvNet (binary)	7	0.5781695403094125	-1	Birbeck
ConvNet (binary)	8	0.5860570669471121	-1	Birbeck
ConvNet (binary)	9	0.5927268701740791	-1	Birbeck
ConvNet (binary)	10	0.5980405723300031	-1	Birbeck
ConvNet (binary)	20	0.6207621841529903	-1	Birbeck
ConvNet (binary)	30	0.6232806575706418	-1	Birbeck
ConvNet (binary)	40	0.6238895192760081	-1	Birbeck
ConvNet (binary)	50	0.6240278969363185	-1	Birbeck
ConvNet (binary)	60	0.624138599064567	-1	Birbeck
ConvNet (binary)	70	0.6241662745966291	-1	Birbeck
ConvNet (binary)	80	0.6241662745966291	-1	Birbeck
ConvNet (binary)	90	0.6241662745966291	-1	Birbeck
ConvNet (binary)	100	0.6241662745966291	-1	Birbeck
ConvNet (binary)	1	0.0	1	Birbeck
ConvNet (binary)	2	0.0	1	Birbeck
ConvNet (binary)	3	0.024390243902439025	1	Birbeck
ConvNet (binary)	4	0.07317073170731707	1	Birbeck
ConvNet (binary)	5	0.07317073170731707	1	Birbeck
ConvNet (binary)	6	0.12195121951219512	1	Birbeck
ConvNet (binary)	7	0.12195121951219512	1	Birbeck
ConvNet (binary)	8	0.12195121951219512	1	Birbeck
ConvNet (binary)	9	0.14634146341463414	1	Birbeck
ConvNet (binary)	10	0.14634146341463414	1	Birbeck
ConvNet (binary)	20	0.17073170731707318	1	Birbeck
ConvNet (binary)	30	0.17073170731707318	1	Birbeck
ConvNet (binary)	40	0.17073170731707318	1	Birbeck
ConvNet (binary)	50	0.17073170731707318	1	Birbeck
ConvNet (binary)	60	0.17073170731707318	1	Birbeck
ConvNet (binary)	70	0.17073170731707318	1	Birbeck
ConvNet (binary)	80	0.17073170731707318	1	Birbeck
ConvNet (binary)	90	0.17073170731707318	1	Birbeck
ConvNet (binary)	100	0.17073170731707318	1	Birbeck
ConvNet (binary)	1	0.017793594306049824	2	Birbeck
ConvNet (binary)	2	0.03202846975088968	2	Birbeck
ConvNet (binary)	3	0.04270462633451957	2	Birbeck
ConvNet (binary)	4	0.0604982206405694	2	Birbeck
ConvNet (binary)	5	0.07473309608540925	2	Birbeck
ConvNet (binary)	6	0.08185053380782918	2	Birbeck
ConvNet (binary)	7	0.08896797153024913	2	Birbeck
ConvNet (binary)	8	0.09252669039145907	2	Birbeck
ConvNet (binary)	9	0.12455516014234876	2	Birbeck
ConvNet (binary)	10	0.15302491103202848	2	Birbeck
ConvNet (binary)	20	0.2633451957295373	2	Birbeck
ConvNet (binary)	30	0.29537366548042704	2	Birbeck
ConvNet (binary)	40	0.302491103202847	2	Birbeck
ConvNet (binary)	50	0.302491103202847	2	Birbeck
ConvNet (binary)	60	0.302491103202847	2	Birbeck
ConvNet (binary)	70	0.302491103202847	2	Birbeck
ConvNet (binary)	80	0.302491103202847	2	Birbeck
ConvNet (binary)	90	0.302491103202847	2	Birbeck
ConvNet (binary)	100	0.302491103202847	2	Birbeck
ConvNet (binary)	1	0.020923520923520924	3	Birbeck
ConvNet (binary)	2	0.06349206349206349	3	Birbeck
ConvNet (binary)	3	0.09090909090909093	3	Birbeck
ConvNet (binary)	4	0.11832611832611832	3	Birbeck
ConvNet (binary)	5	0.14574314574314573	3	Birbeck
ConvNet (binary)	6	0.17676767676767674	3	Birbeck
ConvNet (binary)	7	0.20634920634920634	3	Birbeck
ConvNet (binary)	8	0.23737373737373735	3	Birbeck
ConvNet (binary)	9	0.26046176046176045	3	Birbeck
ConvNet (binary)	10	0.28499278499278496	3	Birbeck
ConvNet (binary)	20	0.411976911976912	3	Birbeck
ConvNet (binary)	30	0.4365079365079365	3	Birbeck
ConvNet (binary)	40	0.43867243867243866	3	Birbeck
ConvNet (binary)	50	0.43867243867243866	3	Birbeck
ConvNet (binary)	60	0.43867243867243866	3	Birbeck
ConvNet (binary)	70	0.43867243867243866	3	Birbeck
ConvNet (binary)	80	0.43867243867243866	3	Birbeck
ConvNet (binary)	90	0.43867243867243866	3	Birbeck
ConvNet (binary)	100	0.43867243867243866	3	Birbeck
ConvNet (binary)	1	0.05329249617151608	4	Birbeck
ConvNet (binary)	2	0.10811638591117917	4	Birbeck
ConvNet (binary)	3	0.15222052067381314	4	Birbeck
ConvNet (binary)	4	0.19234303215926493	4	Birbeck
ConvNet (binary)	5	0.22879019908116385	4	Birbeck
ConvNet (binary)	6	0.2563552833078101	4	Birbeck
ConvNet (binary)	7	0.2833078101071976	4	Birbeck
ConvNet (binary)	8	0.30627871362940273	4	Birbeck
ConvNet (binary)	9	0.3249617151607963	4	Birbeck
ConvNet (binary)	10	0.3439509954058193	4	Birbeck
ConvNet (binary)	20	0.4330781010719755	4	Birbeck
ConvNet (binary)	30	0.43828483920367534	4	Birbeck
ConvNet (binary)	40	0.4392036753445636	4	Birbeck
ConvNet (binary)	50	0.4392036753445636	4	Birbeck
ConvNet (binary)	60	0.4392036753445636	4	Birbeck
ConvNet (binary)	70	0.4395099540581929	4	Birbeck
ConvNet (binary)	80	0.4395099540581929	4	Birbeck
ConvNet (binary)	90	0.4395099540581929	4	Birbeck
ConvNet (binary)	100	0.4395099540581929	4	Birbeck
ConvNet (binary)	1	0.1315122500704027	5	Birbeck
ConvNet (binary)	2	0.21684032666854408	5	Birbeck
ConvNet (binary)	3	0.2773866516474233	5	Birbeck
ConvNet (binary)	4	0.32441565756125035	5	Birbeck
ConvNet (binary)	5	0.3565192903407491	5	Birbeck
ConvNet (binary)	6	0.3793297662630245	5	Birbeck
ConvNet (binary)	7	0.4021402421852999	5	Birbeck
ConvNet (binary)	8	0.4173472261334835	5	Birbeck
ConvNet (binary)	9	0.4314277668262461	5	Birbeck
ConvNet (binary)	10	0.4410025344973247	5	Birbeck
ConvNet (binary)	20	0.4795832159954943	5	Birbeck
ConvNet (binary)	30	0.483807378203323	5	Birbeck
ConvNet (binary)	40	0.4869050971557308	5	Birbeck
ConvNet (binary)	50	0.488313151225007	5	Birbeck
ConvNet (binary)	60	0.4894395944804281	5	Birbeck
ConvNet (binary)	70	0.4894395944804281	5	Birbeck
ConvNet (binary)	80	0.4894395944804281	5	Birbeck
ConvNet (binary)	90	0.4894395944804281	5	Birbeck
ConvNet (binary)	100	0.4894395944804281	5	Birbeck
ConvNet (binary)	1	0.21243769285544745	6	Birbeck
ConvNet (binary)	2	0.3232850700213625	6	Birbeck
ConvNet (binary)	3	0.3880845003560408	6	Birbeck
ConvNet (binary)	4	0.4293852361737479	6	Birbeck
ConvNet (binary)	5	0.4595300261096606	6	Birbeck
ConvNet (binary)	6	0.4754331830049846	6	Birbeck
ConvNet (binary)	7	0.4880132921908379	6	Birbeck
ConvNet (binary)	8	0.49798243531925	6	Birbeck
ConvNet (binary)	9	0.5077142178969856	6	Birbeck
ConvNet (binary)	10	0.5141229527652504	6	Birbeck
ConvNet (binary)	20	0.5369095656301922	6	Birbeck
ConvNet (binary)	30	0.5395205316876335	6	Birbeck
ConvNet (binary)	40	0.5399952527889865	6	Birbeck
ConvNet (binary)	50	0.5399952527889865	6	Birbeck
ConvNet (binary)	60	0.5399952527889865	6	Birbeck
ConvNet (binary)	70	0.5399952527889865	6	Birbeck
ConvNet (binary)	80	0.5399952527889865	6	Birbeck
ConvNet (binary)	90	0.5399952527889865	6	Birbeck
ConvNet (binary)	100	0.5399952527889865	6	Birbeck
ConvNet (binary)	1	0.30342612419700216	7	Birbeck
ConvNet (binary)	2	0.415203426124197	7	Birbeck
ConvNet (binary)	3	0.4830835117773019	7	Birbeck
ConvNet (binary)	4	0.5237687366167023	7	Birbeck
ConvNet (binary)	5	0.5524625267665952	7	Birbeck
ConvNet (binary)	6	0.5683083511777302	7	Birbeck
ConvNet (binary)	7	0.5775160599571735	7	Birbeck
ConvNet (binary)	8	0.5850107066381156	7	Birbeck
ConvNet (binary)	9	0.5899357601713062	7	Birbeck
ConvNet (binary)	10	0.5931477516059958	7	Birbeck
ConvNet (binary)	20	0.6040685224839399	7	Birbeck
ConvNet (binary)	30	0.6051391862955032	7	Birbeck
ConvNet (binary)	40	0.6053533190578159	7	Birbeck
ConvNet (binary)	50	0.6053533190578159	7	Birbeck
ConvNet (binary)	60	0.6053533190578159	7	Birbeck
ConvNet (binary)	70	0.6053533190578159	7	Birbeck
ConvNet (binary)	80	0.6053533190578159	7	Birbeck
ConvNet (binary)	90	0.6053533190578159	7	Birbeck
ConvNet (binary)	100	0.6053533190578159	7	Birbeck
ConvNet (binary)	1	0.3684855916615573	8	Birbeck
ConvNet (binary)	2	0.4998978132025342	8	Birbeck
ConvNet (binary)	3	0.5567136725935009	8	Birbeck
ConvNet (binary)	4	0.5867565910484366	8	Birbeck
ConvNet (binary)	5	0.6096464336807684	8	Birbeck
ConvNet (binary)	6	0.6231350909462497	8	Birbeck
ConvNet (binary)	7	0.6313100347435111	8	Birbeck
ConvNet (binary)	8	0.6347843858573472	8	Birbeck
ConvNet (binary)	9	0.6372368689965257	8	Birbeck
ConvNet (binary)	10	0.6382587369711833	8	Birbeck
ConvNet (binary)	20	0.6413243408951563	8	Birbeck
ConvNet (binary)	30	0.6413243408951563	8	Birbeck
ConvNet (binary)	40	0.6413243408951563	8	Birbeck
ConvNet (binary)	50	0.6413243408951563	8	Birbeck
ConvNet (binary)	60	0.6413243408951563	8	Birbeck
ConvNet (binary)	70	0.6413243408951563	8	Birbeck
